"fid";"name";"härad";"kommun";"län";"alternative_names";"comments";"type_swedish";"border_changes";"floraprovins";"type_english";"origin";"VUnique";"North";"NorthWGS84";"north_maxWGS84";"north_minWGS84";"east_minWGS84";"east_maxWGS84";"East";"eastWGS84";"eastRT90";"northRT90";"east_minCircle";"north_minCircle";"distCentroid";"distMinCircle";"EastMiniCircle";"NorthMinCircle"
"2266";"Acklinga";"Vartofta";"Tidaholm";"Västra Götalands län";"";"";"socken";"1952 -  Acklinga landskommun uppgick i Dimbo landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Acklinga--Västergötland";"6451892";"58.2034745095198";"58.2295635059388";"58.1749184188749";"13.83820253881";"13.9743814469565";"435324";"13.8995482233759";"1387962";"6454899";"435726";"6452291";"4869";"4342";"13.9063001990668";"58.2070992800642"
"2267";"Öxnevalla";"Mark";"Mark";"Västra Götalands län";"";"";"socken";"1942 - Fastigheterna Viskebacka 1^12, 1^19 och 1^20 flyttades i alla avseenden från Öxnevalla socken till Surteby-Kattunga genom kungligt brev 18/12 1942 (Lagerstedt, 1973)
1952 - Öxnevalla landskommun uppgick i Horreds landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Öxnevalla--Västergötland";"6361428";"57.3722533335793";"57.423627539549";"57.3246820227878";"12.5041353501524";"12.6411430133804";"354027";"12.5724955265304";"1305547";"6365361";"354855";"6361613";"6883";"6245";"12.5757015241544";"57.3871228111647"
"2268";"Öxabäck";"Mark";"Mark";"Västra Götalands län";"";"Tockarås ligger i Svenljunga kommun";"socken";"1887 - överfördes från Öxabäcks jordebokssocken till Älekulla jordebokssocken 1/4 mantal Högahägnen som sedan tidigare tillhört både Älekulla församling och kommun.
1892 - upphörde den oregelbundenhet att Öxabäcks kyrksocken var uppdelad på två jordebokssocknar och härader: 11 27/32 mantal i Öxabäcks jordebokssocken i Marks härad, och den så kallade Skänklingen bestående av 5 5/8 mantal i Holsljunga jordebokssocken i Kinds härad omfattande hemmanen och lägenheterna 1/4 mantal Elmhult, 1/4 mantal Gunbjörntorp, 3/8 mantal Hallstenstorp, 1/8 mantal Kapellabo, 1/4 mantal Rud eller Ryd nummer 1 jämte e äng nummer 2, 1/8 mantal Spjutås eller Svedjetorp nummer 1, 3/8 mantal Spjutås nummer 2, 1/4 mantal Gerfvidsnäs, 1/4 mantal Stenshult, 1/4 mantal Boasten, 1/4 mantal Backen, 1/2 mantal Backa Lillegård, 1/4 mantal Fagerhult, 1/4 mantal Höltö, 1/4 mantal Mjögasjö, 1/2 mantal Tocknarås nummer 1, 1/8 mantal Tocknaråskvarnen nummer 2, 1/2 mantal Strömma samt 1/4 mantal Tåsthult Yttergården nummer 1 och 1/4 mantal Tåsthult Övregården nummer 2. Detta område överfördes alltså 1892 från Holsljunga jordebokssocken och Kinds härad till Öxabäcks jordebokssocken och Marks härad (Wikipedia).
1952 - Öxabäcks landskommun uppgick i Svansjö landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Öxabäck--Västergötland";"6362912";"57.3902451952536";"57.4601914941207";"57.3000935776456";"12.7293337027837";"12.904003334316";"369348";"12.8262595191256";"1320894";"6366664";"370346";"6361676";"10150";"9196";"12.8209684516409";"57.3925480348951"
"2269";"Östra Frölunda";"Kind";"Svenljunga";"Västra Götalands län";"Frölunda, Ö. Frölunda";"Frölunda socken fick namnet Östra Frölunda genom kungligt brev 17/4 1885 (Lagerstedt, 1973)";"socken";"1952 - Frölunda landskommun uppgick i Kindaholms landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Östra Frölunda--Västergötland";"6356360";"57.3346873297812";"57.3928786067324";"57.2811235317196";"12.9377971224093";"13.1046703789417";"381325";"13.0285498229226";"1332800";"6359966";"381919";"6356327";"6846";"6555";"13.0212473293513";"57.3273411904164"
"2270";"Östad";"Ale";"Lerum och Alingsås";"Västra Götalands län";"";"";"socken";"1887 - Den nordligaste delen av socknen (Brobacka och Österäng med omnejd), hörde tidigare till Långareds jordebokssocken, även om den hörde till Östads kyrkosocken. Från och med 1887 kom detta område att helt överföras till Östads socken (Wikipedia).
1952 - Östads landskommun uppgick i Stora Lundby landskommun (Wikipedia)
1975 - överfördes nordligaste delen av socknen som hadde oklar tillhörighet på 1880 talet, jämte norra delen av Östads by (Östads säteri med omnejd, tidigare kallat Överbyn) till Långareds församling och Alingsås kommun (Wikipedia).";"Västergötland";"parish";"medeltida";"Östad--Västergötland";"6425404";"57.9432748898068";"58.0121274671927";"57.8672748633709";"12.2907721770331";"12.4925971409598";"344773";"12.3776818445188";"1297050";"6429481";"346733";"6424760";"8971";"8515";"12.3917401776641";"57.9566322687055"
"2271";"Vallerstad";"Boberg";"Mjölby";"Östergötlands län";"Wallersta, Wallerstad";"";"socken";"1948 - Stagelstorp 1 flyttades i alla avsenden från Vallerstad i Boberg till Järstad i Göstring genom kunglgit brev 6/2 1948 (Lagerstedt, 1973)
1952 - Vallerstads landskommun uppgick i Bobergs landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Vallerstad--Östergötland";"6477181";"58.4352573594756";"58.4678554390599";"58.4082803924864";"15.1169670978065";"15.2129497119764";"509387";"15.1607566050456";"1462357";"6479311";"509689";"6477192";"3925";"3701";"15.1649584048914";"58.4234719677416"
"2272";"Jämshög";"Lister";"Olofström";"Blekinge län";"Jemshög, Olofström";"Olofström räknas här som en del av Jämshög socken.";"socken";"1941 - Olofströms köping bildades genom en utbrytning ur Jämshögs landskommun (Wikipedia).
1967 - Jämshögs socken uppgick i sin helhet i Olofströms köping (Wikipedia)";"Blekinge";"parish";"medeltida";"Jämshög--Blekinge";"6236157";"56.2694510645044";"56.3619691239185";"56.1904862480676";"14.3901544460922";"14.7467441107484";"472686";"14.5589204763474";"1422785";"6238632";"473177";"6239286";"13724";"11932";"14.5684360431678";"56.2811903622914"
"2273";"Jämjö";"Östra härad";"Karlskrona";"Blekinge län";"Jemjö";"";"socken";"";"Blekinge";"parish";"medeltida";"Jämjö--Blekinge";"6230751";"56.2186226452333";"56.3038276368965";"56.141017948934";"15.7957723307554";"15.9819668355487";"554034";"15.8713349804485";"1504098";"6232271";"553481";"6231170";"9528";"9173";"15.887803694885";"56.2083090848738"
"2274";"Vadstena";"";"Vadstena";"Östergötlands län";"Wadstena";"
";"stad";"1899 - De så kallade Kvissbergajorda införlivade helt med staden genom kungligt brev 24/11 1899 (Lagerstedt, 1973)
1914 - Vissa delar av S:t Pers införlivades med staden genom kungligt brev 24/7 1914. (Lagerstedt, 1973)
1952 - Sankt Pers socken uppgick i Vadstena stad (Wikipedia).
1967 - Östgöta-Dals landskommun uppgick i Vadstena stad (Wikipedia).";"Östergötland";"town/borough";"medeltida";"Vadstena--Östergötland";"6477373";"58.4370354502465";"58.4587688850829";"58.412354067893";"14.8596495729663";"14.931367963824";"493848";"14.894628962056";"1446815";"6479690";"494069";"6477263";"2854";"2710";"14.895832621376";"58.4435573037035"
"2275";"Hällaryd";"Bräkne";"Karlshamn";"Blekinge län";"Hellaryd";"";"socken";"1952 - Hällaryds landskommun inkorporerade Åryds landskommun (Wikipedia)
1967 -  Åryds landskommun och uppgick i Karlshamns stad (Wikipedia)";"Blekinge";"parish";"medeltida";"Hällaryd--Blekinge";"6229859";"56.2137375013183";"56.3460295372706";"56.1079628356975";"14.8924216883917";"15.0271668922408";"496973";"14.9511833589687";"1447009";"6232048";"497569";"6231345";"14735";"13269";"14.9560790757567";"56.2267335305421"
"2276";"Ulrika";"Valkebo";"Linköping";"Östergötlands län";"";"";"socken";"1886 - Häggebo 1 flyttades under namnet Södra Häggebo nr 1 i alla avseenden från Nykil till Ukrika genom kungligt brev 28/5 1886 (Lagerstedt, 1973)
1952 - Ulrika landskommun uppgick i Södra Valkebo landskommun (Wikipedia)";"Östergötland";"parish";"Socknen blidades 1736 från delar av Nykils, Gammalkis, Kisa, Malexanders och Hargs socknar  (Wikipedia)";"Ulrika--Östergötland";"6443150";"58.1290423694003";"58.2049962739517";"58.062923040778";"15.2769379760873";"15.5156310836308";"524288";"15.4123922754354";"1476856";"6445090";"523906";"6443638";"8478";"7970";"15.3956896937539";"58.1149940021295"
"2277";"Hjortsberga";"Medelstad";"Ronneby";"Blekinge län";"";"";"socken";"";"Blekinge";"parish";"medeltida";"Hjortsberga--Blekinge";"6236775";"56.275200334378";"56.3631093282195";"56.2061026242198";"15.2984217429878";"15.488482825008";"524370";"15.3934904063023";"1474496";"6238645";"522707";"6237847";"10992";"9309";"15.3952565074904";"56.3083801497437"
"2278";"Törnevalla";"Åkerbo";"Linköping";"Östergötlands län";"Törnvalla";"";"socken";"1890 - Kumla 1 flyttade i kyrkligt avsende från Gistad till Törnevalla genom kungligt brev 7/3 1890 (Lagerstedt, 1973) 
1891 - Gärstads Nedergård överfördes till Gistads socken (Wikipedia).
1952 -  Törnevalla landskommun uppgick i Åkerbo landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Törnevalla--Östergötland";"6479277";"58.4515219959399";"58.4856405596464";"58.4137927854913";"15.7567368965654";"15.892009070159";"548228";"15.8263620135581";"1501236";"6480942";"548630";"6479449";"4861";"4476";"15.8243729833622";"58.4568190404888"
"2279";"Hasslö";"Medelstad";"Karlskrona";"Blekinge län";"";"";"socken";"1888 - socknen bildades genom en utbrytning ur Förkärla socken (Wikipedia).";"Blekinge";"parish";"1888 bildades denna socken genom en utbrytning ur Förkärla socken (Wikipedia)";"Hasslö--Blekinge";"6217433";"56.1011457945948";"56.1340620539955";"56.0754495078786";"15.3873560380362";"15.5223331664493";"528639";"15.4604017852988";"1478540";"6219246";"528108";"6217679";"4926";"4554";"15.4548446022428";"56.0899308325616"
"2280";"Tåby";"Björkekind";"Norrköping";"Östergötlands län";"";"";"socken";"1952 - Tåby landskommun uppgick i Västra Vikbolandets landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Tåby--Östergötland";"6485767";"58.5050527361014";"58.5414615869636";"58.4746980144301";"16.3233614257328";"16.4298618412761";"580434";"16.3803096419839";"1533529";"6487047";"580493";"6485808";"4120";"4064";"16.3766116335044";"58.5024521156161"
"2281";"Gammalstorp";"Lister";"Sölvesborg";"Blekinge län";"";"";"socken";"1877 - utbröts hemmanen Nr 9 Äskemo och Nr 10 Skörsemo till Mörrums socken (Wikipedia).";"Blekinge";"parish";"medeltida";"Gammalstorp--Blekinge";"6222627";"56.1481052916837";"56.2076160207948";"56.0830863583528";"14.5744796633886";"14.6662343867573";"476183";"14.6166609989336";"1426126";"6225055";"476742";"6222345";"7263";"7076";"14.6182446738645";"56.1468147168702"
"2282";"Tryserum";"Norra Tjust";"Valdemarsvik";"Östergötlands län";"";"";"socken";"1853 - Fallingeberg överfördes till Ringarums socken (Wikipedia)
1884 - Brantsbo 1/2 flyttades från Hannäs socken till Tryserum i jordeboken genom kungligt brev 4/7 1884 (Lagerstedt, 1973)
1914 - Grännäs överfördes till Ringarums socken (Wikipedia)
1952 - Tryserums landskommun uppgick i Tjust-Eds landskommun (Wikipedia)";"Småland";"parish";"medeltida";"Tryserum--Småland";"6443368";"58.1213539769805";"58.2160443411808";"58.0042489779888";"16.395308154924";"16.9251929864213";"595411";"16.6194309752386";"1548002";"6444458";"598375";"6441883";"21276";"18017";"16.6607993728942";"58.10690676339"
"2283";"Trehörna";"Lysing";"Ödeshög";"Östergötlands län";"Sankt Johannis";"Södra delarna av socknen omfattande Flugebo, Skruvhult, Ödebjörnarp, Rönnestad ligger i Småland.";"socken";"1962 - 1862 och 1865 tillades 2 13/16 mantal från Säby (Bråmålen, Bärtilstugan, Jägersholm, Lärkemålen, Skärpan, Sävsjön, Boshem, Rödje, Lillfall och Ödebjörnarp) och 1863 1/4 mantal från Stora Åby (Lilla Sandkulla?) (Wikipedia).
1894 - Genom kunglgit brev 13/4 1894 flyttades de från Linderås socken, Jönköpings län, tagna hemmanen i Jordeboken till Trehörna socken, Östergötlands län: Drottningstorp 1/4, Fliseryd 1/4, Flugebo 1, Haddemålen 1/8, Lorändan 1/8, Skruvhult 2, Stubben 1 jämte några smärre enheter.  (Lagerstedt, 1973)
1889 - Hässlelund 1/4 flyttades i jordeboken och kommunalt avsenden från Åby till Trehörna genom kungligt brev 21/6 1889 (Lagerstedt, 1973)
1889 - Sandkulla 1 flyttades i alla avsenden från Åby till Trehörna genom kungligt brev 21/6 1889 (Lagerstedt, 1973)
1889 - Den till Åby socke häraden delen av Lysings häradsallmänning flyttades i kyrkligt och kommunalt avsendet till Trehörna socken genom kungligt brev 21/6 1889 (Lagerstedt, 1973)
1894 - Genom kunglgit brev 13/4 1894 flyttades de från Säby socken, Jönköpings län, tagna hemmanen i jordeboken  till Trehörna socken, Östergötlands län: Lillfall 1/2, Rödje 1, Svärdsfall 1, Ödebjörnarp 1/2 jämte några smärre enheter. Samtidigt flyttades några smärre enehter i kyrkligt avsende från Trehörna till Säby (Lagerstedt, 1973) 
1904 - Från Rinna till Trehörna flyttades i alla avseenden genom kungligt brev 30/9 1904: Backen ett torp, Björsjö 1, Finnarp 1/4, Göteryd 2, Jägersborg ett torp, Klämmesmålen ett torp, Kättestorp 1/8, Nyarp 1/8, Skrångstorp 3/8, Stutarp 1/8 och några smärre enheter (Lagerstedt, 1973)
1905 - tillkom 4 mantal från Rinna socken i Göstrings härad (Bjärsjö m.fl.) (Wikipedia).
1952 - Trehörna landskommun uppgick i Alvastra landskommun (Wikipedia)
1969 - Alvastra landskommun uppgick i Ödeshögs landskommun (Wikipedia)";"Östergötland";"parish";"Trehörna församling bildades 1652 från delar av Stora Åby församling,  Linderås församling och Säby församling (Wikipedia)
 jordebokssocken överfördes från Stora Åby socken vid en tidpunkt mellan 1714 och 1719 (Wikipedia). ";"Trehörna--Östergötland";"6444574";"58.1424036617821";"58.2277396503119";"58.082705059565";"14.7488070300735";"14.9327763631395";"490072";"14.8313717346775";"1442645";"6446924";"490179";"6445733";"9552";"8420";"14.8374934184493";"58.1369286713873"
"2284";"Förkärla";"Medelstad";"Ronneby";"Blekinge län";"";"";"socken";"1888 - utbröts Hasslö socken (Wikipedia). ";"Blekinge";"parish";"medeltida";"Förkärla--Blekinge";"6225707";"56.175494094218";"56.2427690799472";"56.1232767730589";"15.4133148958057";"15.5239778630165";"528802";"15.4639129484056";"1478800";"6227521";"528326";"6226550";"7508";"6718";"15.4722266517761";"56.1787720293448"
"2285";"Örsås";"Kind";"Svenljunga";"Västra Götalands län";"";"";"socken";"1948 - Fastigheterna Risa 1^7 ocj 1^13 i Örsås socken flyttades i alla avseenden till Tranemo socken genom kungligt brev 10/9 1948 (Lagerstedt, 1973)
1952 -  Örsås landskommun uppgick i Axelfors landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Örsås--Västergötland";"6364873";"57.4131629414561";"57.4861922202899";"57.3426319509198";"13.0318107772181";"13.2602344385158";"389472";"13.1599964622758";"1341052";"6368386";"390381";"6365225";"9682";"8878";"13.1497577070219";"57.4207497422678"
"2286";"Fridlevstad";"Medelstad";"Karlskrona";"Blekinge län";"Fridlefstad";"";"socken";"1846 - Sillhövda socken utbröts (Wikipedia). ";"Blekinge";"parish";"medeltida";"Fridlevstad--Blekinge";"6240927";"56.3119259533533";"56.4170689434427";"56.2341111958827";"15.4654910857786";"15.6431828395503";"533936";"15.5485817005177";"1484113";"6242686";"533868";"6242885";"12752";"11004";"15.5478976697785";"56.3294468818483"
"2287";"Torpa";"Ydre";"Ydre";"Östergötlands län";"";"Helgebo m.m. norr om Someln som ligger i Blåviks socken på Generalstabskartorna ligger i Torpa socken på Häradsekonomiska kartan";"socken";"1880 - Delar av socknen utbröts för att tillsammans med utbrytningar ur Ekeby socken bilda Blåviks socken (Wikipedia)
1952 - Torpa landskommun uppgick 1952 i Ydre landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Torpa--Östergötland";"6425058";"57.9671762142401";"58.0321289932315";"57.889085180288";"14.9865888041103";"15.2075449550128";"505931";"15.1002909462641";"1458276";"6427212";"506157";"6423531";"9993";"8873";"15.1009039117665";"57.9588565772774"
"2288";"Eringsboda";"Medelstad";"Ronneby";"Blekinge län";"";"";"socken";"1870 - Socknen bildades genom en utbrytning ur Tvings socken (Wikipedia).
1952 - Landskommunen upgick i Tvings landskommun (Wikipedia).
1963 - Tvings landskommun upgick i Kallinge landskommun (Wikipedia).
1967 - Kallinge landskommun upgick i Ronneby stad (Wikipedia).";"Blekinge";"parish";"Socknen bildades 1870 genom en utbrytning ur Tvings socken (Wikipedia)";"Eringsboda--Blekinge";"6254901";"56.438155666584";"56.5006161840439";"56.3598683158676";"15.2052281381214";"15.5072219123565";"521368";"15.3465832109017";"1471705";"6256812";"521957";"6254771";"10029";"9473";"15.356225025239";"56.4366734263342"
"2289";"Tjärstad";"Kinda";"Kinda";"Östergötlands län";"";"";"socken";"1952 - Tjärstads landskommun uppgick i Norra Kinda landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Tjärstad--Östergötland";"6445222";"58.1465301784808";"58.2090823532372";"58.0878049010253";"15.5156310836308";"15.8189658229565";"539644";"15.6734820190177";"1492241";"6446980";"539149";"6447088";"10665";"10028";"15.6670866838662";"58.1604151971936"
"2290";"Örby";"Mark";"Mark";"Västra Götalands län";"Skene";"Skene köping räknas här som en del av Örby socken.
";"socken";"1951 - Skene köping tillkom genom ett kunglgit brev 3/3 1950 (Lagerstedt, 1973) ";"Västergötland";"parish";"medeltida
Svenasjö socken införlivades 1570 (Wikipedia).";"Örby--Västergötland";"6372591";"57.4753071580129";"57.5514833690692";"57.4158488264756";"12.594617567469";"12.8425878487114";"363264";"12.7197171482629";"1314921";"6376420";"362700";"6374120";"10122";"8527";"12.7186027080902";"57.4865886337226"
"2291";"Öra";"Gäsene";"Herrljunga";"Västra Götalands län";"";"";"socken";"1952 - Öra landskommun uppgick i Gäsene landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Öra--Västergötland";"6427410";"57.977356375319";"58.0077258622864";"57.9516582417981";"13.2740381249035";"13.3738328451368";"401180";"13.3291481683215";"1353510";"6430815";"400871";"6427428";"4262";"4037";"13.3239354850202";"57.9774309200988"
"2292";"Elleholm";"Lister";"Karlshamn";"Blekinge län";"";"";"socken";"";"Blekinge";"parish";"medeltida";"Elleholm--Blekinge";"6223632";"56.1574314488672";"56.1830393813975";"56.1359320782584";"14.7060193681284";"14.7675313724331";"483736";"14.7381643250818";"1433694";"6225973";"483967";"6224100";"3384";"2866";"14.7367749358344";"56.1642227403916"
"2293";"Ör";"Nordal";"Mellerud";"Västra Götalands län";"";"Före 1550 införlivades Mustasäters församling (socken) (Wikipedia). 
Här räknas Mustasäter som end del av Örs socken.";"socken";"1952 - Örs landskommun uppgick i Kroppefjälls landskommun (Wikipedia)
1969 - Kroppefjälls landskommun uppgick i Melleruds köping (Wikipedia)";"Dalsland";"parish";"medeltida";"Ör--Dalsland";"6505449";"58.6608545185687";"58.7288314997773";"58.601103975182";"12.1763566997228";"12.4159596854493";"343177";"12.2964562133976";"1296413";"6509589";"343079";"6505569";"7576";"7457";"12.2961581925861";"58.6545287397551"
"2294";"Ölsremma";"Kind";"Tranemo";"Västra Götalands län";"";"";"socken";"1952 -  Ölsremma landskommun uppgick i Dalstorps landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Ölsremma--Västergötland";"6390182";"57.6469204118844";"57.7057431789512";"57.5940970924372";"13.6066077397798";"13.7248122843324";"420426";"13.6668546229954";"1372321";"6393340";"420342";"6390520";"6751";"6449";"13.6651843725418";"57.6491540154802"
"2295";"Ödskölt";"Vedbo";"Bengtsfors";"Västra Götalands län";"Ödsköld, Ödsköldt";"";"socken";"1952 -  Ödskölts landskommun uppgick i Bäckefors landskommun (Wikipedia)";"Dalsland";"parish";"medeltida";"Ödskölt--Dalsland";"6527499";"58.8561673550608";"58.9061606179923";"58.7649861644233";"12.0557567588834";"12.3015418974671";"336454";"12.1646870770633";"1289952";"6531732";"337134";"6525328";"10600";"8893";"12.1786493281752";"58.8399615888783"
"2296";"Ödenäs";"Kulling";"Alingsås";"Västra Götalands län";"";"";"socken";"1952 -  Ödenäs landskommun. Landskommunen inkorporerades 1952 i Hemsjö landskommun (Wikipedia)";"Västergötland";"parish";"medeltida";"Ödenäs--Västergötland";"6409953";"57.8078882946048";"57.8522613016121";"57.7618851100365";"12.4827939557257";"12.6446309860989";"354492";"12.5511308022421";"1306590";"6413906";"355676";"6409712";"6955";"6190";"12.5645633392936";"57.8107607881576"
"2297";"Dagsås";"Faurås";"Varberg";"Hallands län";"";"";"socken";"";"Halland";"parish";"medeltida";"Dagsås--Halland";"6327786";"57.0681004667092";"57.0936159407087";"57.0439651442873";"12.4353868583669";"12.5403734824125";"347240";"12.4804116106745";"1298358";"6331781";"347466";"6327694";"3638";"3408";"12.4879214252227";"57.0643760290876"
"2298";"Breared";"Tönnersjö";"Halmstad";"Hallands län";"Bredared";"";"socken";"1959 - överfördes från Tönnersjö socken till Breared ett område med 112 invånare och omfattande 41,30 kvadratkilometer, varav 40,31 land (Wikipedia).";"Halland";"parish";"medeltida";"Breared--Halland";"6292863";"56.7668767193451";"56.8530275388629";"56.6853202058652";"13.0683808215262";"13.3198089283481";"390599";"13.2102157274894";"1341327";"6296327";"388791";"6293165";"11575";"10706";"13.1893980010654";"56.7534925850514"
"2299";"Askome";"Årstad";"Falkenberg";"Hallands län";"";"";"socken";"";"Halland";"parish";"medeltida";"Askome--Halland";"6322510";"57.0256682209327";"57.0618646922405";"56.9984043530078";"12.6453036338808";"12.8331035652363";"362930";"12.7418678825073";"1313995";"6326316";"362590";"6323287";"6355";"6253";"12.7392035995586";"57.026648209921"
"2300";"Asige";"Årstad";"Falkenberg";"Hallands län";"";"Före den 1 januari 1888 (ändring enligt beslut den 1 april 1887) hörde majoriteten av socknen (15 och 3/8 mantal) till Årstads härad och en mindre del (4 och 33/40 mantal) kallad Öinge fjerding till Halmstads härad. Öinge fjerding bestod av hemmanen Forsa qvarn, Hult, Lilla Bjernared, Slättellynga, Öinge samt Bjernared (Wikipedia)";"socken";"";"Halland";"parish";"medeltida";"Asige--Halland";"6307557";"56.8924259947524";"56.9421436901431";"56.8434599383961";"12.7025057632215";"12.8952648428722";"366271";"12.8047576572912";"1317160";"6311316";"366704";"6307539";"7312";"6995";"12.7987783771847";"56.9048661415246"
"2301";"Alfshög";"Faurås";"Falkenberg";"Hallands län";"Alvshög";"";"socken";"";"Halland";"parish";"medeltida";"Alfshög--Halland";"6316911";"56.9732259114062";"57.0018992034528";"56.9434638649786";"12.5910098358406";"12.6615153369842";"355722";"12.6264046615972";"1306716";"6320800";"355855";"6316947";"3445";"3359";"12.6261641596509";"56.9696867823104"
"2302";"Abild";"Årstad";"Falkenberg";"Hallands län";"";"";"socken";"1952 - Abilds landskommun uppgick i Årstads landskommun (Wikipedia)";"Halland";"parish";"medeltida";"Abild--Halland";"6313444";"56.9450066662109";"56.988198457082";"56.8994817865548";"12.683692440755";"12.9162283124245";"365399";"12.7873226058757";"1316357";"6317216";"366148";"6313978";"7856";"7114";"12.7999603765897";"56.9540349026734"
"2303";"Öved";"Fär";"Sjöbo";"Skåne län";"Skartofta, Öfved";"Skartofta räknas här som en del av Öved socken.";"socken";"1806 - Skartofta socken upgick i Öveds socken (Wikipedia).
1952 -  Öveds landskommun uppgick i Bjärsjölagårds landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Öved--Skåne";"6173132";"55.6964008538684";"55.7383972301712";"55.6590351887489";"13.5711749544616";"13.6951641864979";"414335";"13.6370743103763";"1363673";"6176260";"414662";"6173507";"5104";"4628";"13.6331048475848";"55.6928766845605"
"2304";"Tjällmo";"Finspånga län";"Motala";"Östergötlands län";"Källmo, Tjellmo";"";"socken";"";"Östergötland";"parish";"medeltida";"Tjällmo--Östergötland";"6509724";"58.7271322234747";"58.8470686336451";"58.628735051583";"15.2334585954244";"15.4991534773669";"521776";"15.3760591010857";"1475142";"6511717";"523795";"6510764";"13364";"12448";"15.3692436163486";"58.707853051543"
"2305";"Edestad";"Medelstad";"Ronneby";"Blekinge län";"";"";"socken";"";"Blekinge";"parish";"medeltida";"Edestad--Blekinge";"6228129";"56.1977333169345";"56.2764257746042";"56.117334472864";"15.2173414152006";"15.3847850214465";"520042";"15.3230761921095";"1470065";"6230047";"517774";"6228015";"11093";"9826";"15.2897222413275";"56.1939995624551"
"2306";"Bräkne-Hoby";"Bräkne";"Ronneby";"Blekinge län";"Hoby";"Före 17 april 1885 var namnet på socknen Hoby socken. (Wikipedia). ";"socken";"1859 - Öljehults socken bröts ut (Wikipedia).";"Blekinge";"parish";"medeltida";"Bräkne-Hoby--Blekinge";"6233706";"56.2482576780054";"56.3614228367011";"56.1068852967234";"15.011949082858";"15.2033036041799";"506717";"15.1083883627583";"1456800";"6235781";"506289";"6232146";"15896";"14292";"15.0930242702555";"56.236207996774"
"2307";"Tidersrum";"Kinda";"Kinda";"Östergötlands län";"Tirserum, Tidesrum";"";"socken";"1952 - Tidersrums landskommun uppgick i Västra Kinda landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Tidersrum--Östergötland";"6418570";"57.9080034286077";"58.0156633676252";"57.7874084040687";"15.3595134826564";"15.6197639772613";"529595";"15.4992711115485";"1481871";"6420439";"527265";"6417833";"14044";"13645";"15.4855341461946";"57.9188991992606"
"2308";"Backaryd";"Medelstad";"Ronneby";"Blekinge län";"";"";"socken";"";"Blekinge";"parish";"Församlingen bildades 1640 genom en utbrytning ur Ronneby församling (Wikipedia).";"Backaryd--Blekinge";"6249687";"56.3917151841919";"56.4552106362153";"56.3177055603419";"15.0497095533886";"15.2605002903335";"509665";"15.1564971927717";"1459937";"6251733";"509538";"6249560";"9419";"9412";"15.155104957054";"56.3911164409129"
"2309";"Söderköping";"";"Söderköping";"Östergötlands län";"";"";"stad";"1911 - mindre delar inkorporerades i Söderköping från Drothem genom kungligt brev 8/9 1911,  21/12 1917 och 27/11 1942 (Lagerstedt, 1973)
1911 - mindre delar inkorporerades i Söderköping från Skönberga genom Kungligt brev 8/9 1911 och 27/6 1919 (Lagerstedt, 1973). ";"Östergötland";"town/borough";"medeltida";"Söderköping--Östergötland";"6483074";"58.4814383296433";"58.5011656534445";"58.46652504709";"16.3009926534685";"16.3566554636918";"577268";"16.3250870203379";"1530330";"6484392";"577187";"6483342";"2236";"1956";"16.3288240585802";"58.4831128140647"
"2310";"Augerum";"Östra härad";"Karlskrona";"Blekinge län";"";"Flymen?";"socken";"1888 - utbröts Tjurkö socken ur Augerum (Wikipedia).";"Blekinge";"parish";"medeltida.
År 1680 utbröts Karlskrona stad ur socknen (Wikipedia). ";"Augerum--Blekinge";"6240479";"56.3069833655367";"56.417999777046";"56.1519705273079";"15.6107702158609";"15.8371466365849";"545368";"15.7333109436257";"1495544";"6242104";"542598";"6238024";"17820";"14901";"15.7072857983461";"56.2809700062294"
"2311";"Sya";"Vifolka";"Mjölby";"Östergötlands län";"";"";"socken";"1892 - Grimstorp 2 hörde enligt jordeboken till Veta. Hemmanen flyttades i jordeboken till Sya  genom kungligt brev 5/8 1892 (Lagerstedt, 1973)
1952 - Sya landskommun uppgick i Vifolka landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Sya--Östergötland";"6464417";"58.3204837390407";"58.3507346645799";"58.2948158486715";"15.2063487710028";"15.2823629875296";"514160";"15.24172404739";"1466979";"6466485";"513745";"6464702";"3464";"3314";"15.2452155123392";"58.3163390214812"
