"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"18282";"Hällum";"Hellum";"Härad: Barne";"Västergötland";"parish";"socken";"58,32745";"13,03844";"16754";"13,09838";"12,86602";"58,34944";"58,20533"
"18283";"Händene";"Hende, Hände";"Härad: Skåning";"Västergötland";"parish";"socken";"58,41149";"13,37226";"5126";"13,41588";"13,31779";"58,44836";"58,38026"
"18284";"Härja";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,04931";"13,96876";"6537";"14,0696";"13,86797";"58,08656";"58,00787"
"18285";"Härjevad";\N;"Härad: Skåning";"Västergötland";"parish";"socken";"58,36124";"13,05771";"2540";"13,08443";"13,0323";"58,3816";"58,33845"
"18286";"Härlunda";"Herrlunda, Herlunda";"Härad: Skåning";"Västergötland";"parish";"socken";"58,32336";"13,41687";"5175";"13,48409";"13,36757";"58,36188";"58,28914"
"18287";"Härna";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,85551";"13,23139";"3438";"13,27314";"13,19267";"57,88185";"57,82865"
"18288";"Härryda";\N;"1952 överfördes ett område med 214 invånare och omfattande en areal av 8,03 km² till Björketorps socken i Älvsborgs län(Wikipedia). Härad: Sävedal";"Västergötland";"parish";"socken";"57,6881";"12,33722";"7178";"12,42481";"12,25585";"57,73419";"57,62979"
"18289";"Högstena";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,22657";"13,7241";"3126";"13,76277";"13,67294";"58,24338";"58,2023"
"18290";"Hömb";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,23077";"13,90793";"4113";"13,97591";"13,84314";"58,26345";"58,20758"
"18291";"Hössna";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"57,79196";"13,52635";"7503";"13,59496";"13,44205";"57,85415";"57,7296"
"18292";"Istorp";\N;"Härad: Mark";"Västergötland";"parish";"socken";"57,31442";"12,48365";"6250";"12,56005";"12,42114";"57,36737";"57,26936"
"18293";"Istrum";\N;"Härad: Valle";"Västergötland";"parish";"socken";"58,45567";"13,61099";"4155";"13,67829";"13,53984";"58,48315";"58,43232"
"18294";"Jung";\N;"Härad: Skåning";"Västergötland";"parish";"socken";"58,31942";"13,10632";"3754";"13,1676";"13,04625";"58,34439";"58,29563"
"18295";"Jäla";\N;"Fram 1896 hörde del av Grolanda socken till Jäla jordebokssocken. Området kallades för Rya rote och bestod av 6½ mantal och hemmanen Smörkullen, Höfveröd, Olofstorp, Flatöna, Hagöna. Kålöna, Torpåsen, Johannelund, Hemmingsholmen, Rya, Grönehögen samt Erikstorp. I samband med överföringen bytte Erikstorp namn till Erikstorp nr 2. Rya rote hörde inte till Jäla kyrkosocken. Härad: Vilske";"Västergötland";"parish";"socken";"58,03286";"13,36719";"4075";"13,42962";"13,30912";"58,05909";"58,00273"
"18296";"Jällby";"Hjällby, Gällby";"Härad: Gäsene";"Västergötland";"parish";"socken";"58,02622";"12,98972";"5832";"13,03485";"12,92663";"58,04494";"57,98589"
"18297";"Järpås";"Hjerpås, Hjärpås, Höra";"Socknen införlivade 1803 Höra socken. Härad: Kålland. Höra socken räknas här som en dela av Järpås socken.";"Västergötland";"parish";"socken";"58,39181";"12,98852";"4927";"13,06405";"12,91911";"58,42602";"58,34818"
"18298";"Kalv";"Kalf";"Härad: Kind";"Västergötland";"parish";"socken";"57,22116";"13,0903";"10224";"13,19406";"12,98492";"57,31081";"57,14555"
"18299";"Karaby";\N;"1953 överfördes området Kiljamosse, omfattande en areal av 0,32 km² till socknen från Vänersnäs socken (Wikipedia). Härad: Åse";"Västergötland";"parish";"socken";"58,40951";"12,6934";"12301";"12,77711";"12,50108";"58,4238";"58,36428"
"18300";"Karl Gustav";"Skedeskamma, Karl-Gustav, Karl Gustaf";"Namnet var före 24 september 1828 Skedeskamma socken (Wikipedia) Härad: Mark";"Västergötland";"parish";"socken";"57,25689";"12,60236";"6842";"12,71525";"12,492";"57,28817";"57,22441"
"18301";"Karleby";"Carleby";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,1591";"13,63932";"4660";"13,6792";"13,59127";"58,19943";"58,11889"
"18302";"Karlsborg";"Carlsborg";"Karlsborgs garnisonsförsamling bildades 1831 genom utbrytning ur Mölltorps och Ransbergs församlingar (Wikipedia). Härad: Vadsbo";"Västergötland";"parish";"socken";"58,53875";"14,51229";"3518";"14,56597";"14,46156";"58,55883";"58,51403"
"18303";"Kestad";"Kjesta, Kesta, Kjestad";"Härad: Kinne";"Västergötland";"parish";"socken";"58,56216";"13,45982";"5908";"13,51039";"13,43251";"58,60839";"58,54551"
"18304";"Kilanda";"Killanda";"Härad: Ale";"Västergötland";"parish";"socken";"57,92209";"12,25295";"6001";"12,31242";"12,19045";"57,96569";"57,88228"
"18305";"Kinna";\N;"Härad: Mark. Kinna köping räknas här som en del av socknen.";"Västergötland";"parish";"socken";"57,53496";"12,6869";"5118";"12,76386";"12,62757";"57,56931";"57,48923"
"18306";"Kinnarumma";"Kinnaromma, Kinnarum";"Härad: Mark";"Västergötland";"parish";"socken";"57,61702";"12,91016";"7307";"13,00651";"12,80148";"57,67366";"57,55463"
"18307";"Kinne-Kleva";"Kleva, Klefva, Kinne-Klefva, Kinne Kleva";"Härad: Kinne";"Västergötland";"parish";"socken";"58,5506";"13,42338";"2838";"13,47181";"13,38755";"58,57388";"58,5367"
"18308";"Kinne-Vedum";"Vedum, Kinna-Vedum";"Härad: Kinne";"Västergötland";"parish";"socken";"58,56993";"13,54367";"5622";"13,62614";"13,47863";"58,61915";"58,53861"
"18309";"Kinneved";"Kinnarp, Kinarp";"Härad: Frökind";"Västergötland";"parish";"socken";"58,07623";"13,4965";"5325";"13,56181";"13,41326";"58,11372";"58,04129"
"18310";"Knätte";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"57,86276";"13,57885";"4502";"13,64154";"13,51149";"57,89619";"57,83656"
"18311";"Korsberga";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,29635";"14,12615";"5798";"14,2041";"14,06304";"58,34006";"58,24843"
"18312";"Kullings-Skövde";"Skövde, Sköfde, Kullings-Sköfde";"Härad: Kulling";"Västergötland";"parish";"socken";"58,05176";"12,76268";"5591";"12,83664";"12,68889";"58,08848";"58,01577"
"18313";"Kungslena";"Kongslena";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,22751";"13,80488";"4164";"13,86506";"13,75275";"58,25124";"58,20383"
"18314";"Kungsäter";"Kongsäter";"Härad: Mark";"Västergötland";"parish";"socken";"57,30858";"12,58212";"4809";"12,64384";"12,51187";"57,34693";"57,27812"
"18315";"Kvinnestad";"Qvinnestad";"Härad: Gäsene";"Västergötland";"parish";"socken";"58,00735";"12,89792";"5142";"12,9638";"12,84455";"58,03749";"57,9739"
"18316";"Kvänum";"Qvänum";"Härad: Skåning";"Västergötland";"parish";"socken";"58,29076";"13,17484";"20384";"13,35058";"12,86538";"58,3273";"58,20492"
"18317";"Kymbo";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,06841";"13,80535";"4657";"13,87072";"13,74539";"58,09839";"58,0412"
"18318";"Kyrkås";"Sandbäck, Sandbäcken eller Kyrkås";"Kyrksocknen har kallats både Kyrkås och Sandbäck (Wikipedia). Härad: Barne";"Västergötland";"parish";"socken";"58,13145";"12,71512";"3237";"12,75799";"12,68303";"58,15835";"58,10254"
"18319";"Kållands-Åsaka";"Åsaka, Kålland";"Härad: Kålland";"Västergötland";"parish";"socken";"58,44793";"13,06501";"5322";"13,1052";"12,98792";"58,48686";"58,41852"
"18320";"Kållered";"Kålleröd";"Härad: Askim";"Västergötland";"parish";"socken";"57,60637";"12,05945";"7140";"12,16836";"11,9986";"57,63436";"57,56983"
"18321";"Källby";\N;"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,51865";"13,30963";"3176";"13,35995";"13,26632";"58,54543";"58,49883"
"18322";"Källunga";\N;"Härad: Gäsene";"Västergötland";"parish";"socken";"58,08172";"13,17891";"6026";"13,24828";"13,13544";"58,12936";"58,03086"
"18323";"Kälvene";"Kelfvened, Kelfvene, Kälvened";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,10226";"13,71392";"2797";"13,74964";"13,66656";"58,11568";"58,09126"
"18324";"Kärråkra";\N;"Omkring 1540 införlivades jordeboksdelen av Döve socken som sedan 1887 överfördes till Börstigs socken (Wikipedia). Härad: Ås";"Västergötland";"parish";"socken";"57,96476";"13,39048";"3368";"13,44338";"13,3353";"57,98383";"57,9402"
"18325";"Kölaby";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"57,97446";"13,54723";"7038";"13,63498";"13,47324";"58,01832";"57,92527"
"18326";"Kölingared";"Kylingared, Kyllingared, Kölingare";"1888 överfördes Haghemmet till Bjurbäcks socken (Wikipedia). Härad: Redväg";"Västergötland";"parish";"socken";"57,89834";"13,69379";"7352";"13,79195";"13,56991";"57,94082";"57,8498"
"18327";"Lagmansered";"Lagmansred";"Härad: Bjärke";"Västergötland";"parish";"socken";"58,15549";"12,44404";"7528";"12,54879";"12,36335";"58,20102";"58,09515"
"18328";"Landa";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,03206";"12,89507";"3234";"12,93017";"12,8564";"58,0407";"58,01046"
"18329";"Landvetter";\N;"1949 överfördes hemmanen Benareby n:r 1 Västergården, Benareby n:r 2 Östergården, Bolås, Hyltan och Långenäs till Råda socken (Wikipedia). Härad: Sävedal";"Västergötland";"parish";"socken";"57,66995";"12,23389";"7923";"12,34258";"12,13758";"57,72921";"57,60583"
"18330";"Larv";"Larf";"Härad: Laske";"Västergötland";"parish";"socken";"58,16883";"13,14928";"7017";"13,24719";"13,03203";"58,22574";"58,11339"
"18331";"Laske-Vedum";"Vedum, Wedum, Laske Vedum";"Härad: Laske";"Västergötland";"parish";"socken";"58,17987";"12,97459";"9683";"13,1035";"12,91555";"58,2148";"58,11723"
"18332";"Lavad";"Lava";"Härad: Kålland";"Västergötland";"parish";"socken";"58,41702";"12,87381";"3691";"12,91351";"12,83857";"58,44821";"58,38748"
"18333";"Ledsjö";\N;"Härad: Kinne";"Västergötland";"parish";"socken";"58,47312";"13,50677";"7966";"13,58007";"13,43586";"58,54462";"58,44905"
"18334";"Leksberg";"Lekaberg, Lexberg";"1583 utbröts Mariestads stad och 1584 Mariestads församling (Wikipedia). Härad: Vadsbo";"Västergötland";"parish";"socken";"58,68855";"13,77918";"6664";"13,86959";"13,70674";"58,73964";"58,63992"
"18335";"Lekåsa";\N;"1947 överfördes till Elings socken de obebodda fastigheterna Västorp 1:9 och Västorp 1:11, omfattande en areal av 0,11 km². 1948 överfördes till Fåglums socken den obebodda fastigheten Bronäset, omfattande en areal 0,001 km². 1952 överfördes till Larvs socken vissa områden omfattande 2,17 km². Folkmängden i området hade sedan tidigare räknats till Larvs landskommun och församling. (Wikipedia). Härad: Barne";"Västergötland";"parish";"socken";"58,13293";"12,88291";"12352";"13,09239";"12,81153";"58,17873";"58,10943"
"18336";"Lena";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,00513";"12,61022";"5485";"12,70257";"12,53932";"58,04106";"57,97061"
"18337";"Lerdala";"Lerdahla";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,48846";"13,693";"6086";"13,76201";"13,62114";"58,53572";"58,445"
"18338";"Lerum";\N;"Härad: Vättle";"Västergötland";"parish";"socken";"57,76166";"12,2752";"8032";"12,39849";"12,17389";"57,80678";"57,72759"
"18339";"Levene";"Lefvene";"1957 överfördes till socknen ett område omfattande en areal av 0,27 km² från Ryda socken (Wikipedia). Härad: Viste";"Västergötland";"parish";"socken";"58,33776";"12,91308";"15436";"12,978";"12,85458";"58,37972";"58,20155"
"18340";"Liared";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"57,83582";"13,66372";"5800";"13,73789";"13,56642";"57,86714";"57,80676"
"18341";"Lidköping";\N;\N;"Västergötland";"town/borough";"stad";"58,49829";"13,17507";"4366";"13,23702";"13,113";"58,52308";"58,47581"
"18342";"Lindärva";\N;"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,44086";"13,22328";"2760";"13,26533";"13,18793";"58,4588";"58,42011"
"18343";"Ljunghem";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,26107";"13,90047";"3098";"13,94385";"13,8499";"58,27804";"58,24687"
"18344";"Ljungsarp";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,55679";"13,61259";"7145";"13,68857";"13,54396";"57,60932";"57,49345"
"18345";"Ljur";\N;"Härad: Gäsene";"Västergötland";"parish";"socken";"57,94827";"12,846";"9314";"12,91596";"12,7893";"58,02332";"57,91399"
"18346";"Ljushult";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,6292";"13,03988";"8470";"13,11807";"12,95739";"57,67071";"57,5674"
"18347";"Locketorp";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,47714";"13,99091";"7927";"14,10835";"13,85835";"58,50236";"58,4472"
"18348";"Long";\N;"Härad: Barne";"Västergötland";"parish";"socken";"58,30353";"12,96937";"13172";"13,00989";"12,85562";"58,33142";"58,20023"
"18349";"Lugnås";\N;"Härad: Kinne";"Västergötland";"parish";"socken";"58,59399";"13,68112";"5787";"13,75494";"13,58789";"58,63344";"58,54262"
"18350";"Luttra";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,12543";"13,53846";"4594";"13,59664";"13,47637";"58,15392";"58,08433"
"18351";"Lyrestad";"Lyresta";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,84161";"14,04797";"8538";"14,14274";"13,92741";"58,89382";"58,76769"
"18352";"Långared";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,02277";"12,48566";"12059";"12,65087";"12,34125";"58,0942";"57,92856"
"18353";"Låstad";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,54947";"13,80732";"6836";"13,84197";"13,68995";"58,58441";"58,52638"
"18354";"Länghem";"Lenghem";"Härad: Kind";"Västergötland";"parish";"socken";"57,59956";"13,23981";"8775";"13,32942";"13,13636";"57,67355";"57,53371"
"18355";"Längjum";"Längjum och Vässby, Vässby";"Omkring 1800 införlivades Vässby socken varefter namnet till 1886 var Längjum och Vässby socken (Wikipedia). Härad: Laske";"Västergötland";"parish";"socken";"58,21841";"13,08797";"10606";"13,22453";"13,01304";"58,23863";"58,14008"
"18356";"Längnum";\N;"1951 överfördes till Längnums socken från Hyringa socken fastigheterna Lekunga Skattegården 1:12-1:15, Hedåker 1:12 och Eneryd 1:4 omfattande en areal av 0,13 km² (Wikipedia). Härad: Viste";"Västergötland";"parish";"socken";"58,28411";"12,72317";"2407";"12,7567";"12,6951";"58,30492";"58,26763"
"18357";"Magra";\N;"Härad: Bjärke";"Västergötland";"parish";"socken";"58,11019";"12,63124";"5267";"12,71097";"12,54338";"58,14535";"58,06695"
"18358";"Malma";\N;"Härad: Viste";"Västergötland";"parish";"socken";"58,24796";"12,77276";"3836";"12,82984";"12,71314";"58,28031";"58,21501"
"18359";"Marbäck";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,74177";"13,43764";"4985";"13,51662";"13,38282";"57,77931";"57,70726"
"18360";"Mariestad";\N;\N;"Västergötland";"town/borough";"stad";"58,71262";"13,84128";"5906";"13,88497";"13,80425";"58,7483";"58,66049"
"18361";"Marka";\N;"Härad: Viske";"Västergötland";"parish";"socken";"58,15733";"13,49011";"4425";"13,53182";"13,45457";"58,19705";"58,12199"
"18362";"Marum";\N;"Härad: Skårning";"Västergötland";"parish";"socken";"58,35695";"13,38036";"3622";"13,43202";"13,33813";"58,38529";"58,33321"
"18363";"Medelplana";"Mellplana";"Härad: Kinne";"Västergötland";"parish";"socken";"58,5996";"13,37157";"6414";"13,47929";"13,317";"58,64239";"58,56372"
"18364";"Mellby";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,45328";"13,01211";"4842";"13,08778";"12,96551";"58,48885";"58,41444"
"18365";"Mjäldrunga";"Mjelldrunga";"Härad: Gäsene";"Västergötland";"parish";"socken";"58,07089";"13,2551";"3661";"13,31362";"13,20166";"58,09284";"58,04846"
"18366";"Mjöbäck";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,31177";"12,8916";"6155";"12,96338";"12,80754";"57,366";"57,26562"
"18367";"Mo";"Moholm";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,60074";"14,06419";"7397";"12,74696";"12,56982";"59,18611";"59,07032"
"18368";"Mofalla";\N;"Härad: Kåkind";"Västergötland";"parish";"socken";"58,34312";"14,18047";"5597";"14,2611";"14,11403";"58,37364";"58,31104"
"18369";"Molla";"Målla";"Härad: Gäsene";"Västergötland";"parish";"socken";"57,92813";"13,05462";"5633";"13,12665";"12,96339";"57,97772";"57,89414"
"18370";"Mossebo";"Måssebo";"Härad: Kind";"Västergötland";"parish";"socken";"57,43337";"13,4658";"7710";"13,57215";"13,35856";"57,49903";"57,36645"
"18371";"Mularp";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,15988";"13,71461";"2638";"13,75692";"13,67888";"58,18318";"58,13813"
"18372";"Murum";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,92583";"13,27969";"4052";"13,33439";"13,22061";"57,95704";"57,89499"
"18373";"Månstad";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,58581";"13,33689";"7033";"13,40359";"13,2526";"57,62839";"57,5398"
"18374";"Mårdaklev";"Mårdaklef";"Härad: Kind";"Västergötland";"parish";"socken";"57,23881";"12,97405";"8670";"13,04581";"12,90612";"57,31631";"57,17321"
"18375";"Mölltorp";\N;"Ur församlingen utbröts 1831 Karlsborgs garnisonsförsamling (Wikipedia). Härad: Vadsbo. Karlsborgs garnisonsförsamling räknas här som sitt egen distrikt.";"Västergötland";"parish";"socken";"58,51771";"14,42357";"8170";"14,5329";"14,33738";"58,58577";"58,45641"
"18376";"Mölndal";"Fässberg";"Mölndals stad bildades 1922 genom ombildning av Fässbergs landskommun, där Mölndals municipalsamhälle inrättats 1911 (Wikipedia). Här räknas Fässbergs socken som Möndals stad.";"Västergötland";"town/borough";"stad";"57,6459";"12,01825";"5274";"12,09964";"11,94922";"57,67942";"57,59943"
"18377";"Möne";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,93027";"13,40016";"3942";"13,44309";"13,3337";"57,95886";"57,90416"
"18378";"Naum";\N;"Härad: Barne";"Västergötland";"parish";"socken";"58,22531";"12,92192";"4678";"12,97676";"12,84876";"58,26151";"58,19258"
"18379";"Nittorp";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,53394";"13,50708";"8165";"13,59381";"13,42229";"57,59533";"57,46935"
"18380";"Norra Björke";"Björke";"Härad: Väne";"Västergötland";"parish";"socken";"58,27263";"12,51717";"4607";"12,58004";"12,4481";"58,31326";"58,23286"
"18381";"Norra Fågelås";"Fågelås, Fogelås, Norra Fogelås, N. Fågleås, N. Fogelås";"Härad: Kåkind";"Västergötland";"parish";"socken";"58,25032";"14,24448";"7960";"14,35569";"14,13646";"58,29172";"58,19625"
"18382";"Norra Härene";"Härene, Härene med Skofteby, Skofteby";"1776 införlivades Skofteby kyrkosocken medan dess jordebokssocken införlivades först kring omkring 1866 (Wikipedia). Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,42663";"13,15429";"4750";"13,21369";"13,07991";"58,46356";"58,3931"
"18383";"Norra Kedum";"Kedum, Kjedum, Norra Kjedum";"Härad: Kålland";"Västergötland";"parish";"socken";"58,49364";"12,8917";"4106";"12,94662";"12,85646";"58,52693";"58,46301"
"18384";"Norra Kyrketorp";"Kyrketorp";"Härad: Kåkind";"Västergötland";"parish";"socken";"58,34919";"13,8468";"4817";"13,91614";"13,78168";"58,37733";"58,32089"
"18385";"Norra Lundby";"Lundby";"Härad: Valle";"Västergötland";"parish";"socken";"58,36487";"13,63789";"7949";"13,73416";"13,52058";"58,39592";"58,32885"
"18386";"Norra Säm";"Säm, Sämb, Semb, Sem";"Härad: Gäsene";"Västergötland";"parish";"socken";"57,99702";"13,18085";"5033";"13,265";"13,14137";"58,02956";"57,97418"
"18387";"Norra Ving";"Ving, Wing";"Härad: Valle";"Västergötland";"parish";"socken";"58,37657";"13,55846";"5089";"13,59962";"13,52475";"58,39764";"58,33314"
"18388";"Norra Vånga";"Vånga, Wånga, N. Vånga";"Härad: Skåning";"Västergötland";"parish";"socken";"58,2618";"13,29833";"6513";"13,40509";"13,18757";"58,3064";"58,20705"
"18389";"Norra Åsarp";"Åsarp";"Härad: Redväg";"Västergötland";"parish";"socken";"58,02135";"13,5875";"9056";"13,67636";"13,51584";"58,05721";"57,94366"
"18390";"Nykyrka";"Nykyrke";"Socknen bildades 1655 genom en utbrytning ur Sandhems socken, egen jordebokssocken från 1783 (Wikipedia). Härad: Vartofta";"Västergötland";"parish";"socken";"57,92453";"13,86047";"4751";"13,92231";"13,78158";"57,96038";"57,89323"
"18391";"Nårunga";"Norunga";"Härad: Gäsene";"Västergötland";"parish";"socken";"57,90757";"12,80463";"5535";"12,87575";"12,75396";"57,95658";"57,8646"
"18392";"Näs";"Nääs";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,08613";"13,72048";"3548";"13,76357";"13,66299";"58,10157";"58,07154"
"18393";"Nödinge";\N;"Södra Surte (svenska Surte) hörde till Angereds socken i Vättle härad fram till 1935, då det införlivades med Nödinge socken (Wikipedia). Härad: Ale";"Västergötland";"parish";"socken";"57,86254";"12,0582";"6809";"12,12658";"12,00755";"57,90349";"57,80618"
"18394";"Od";\N;"Härad: Gäsene";"Västergötland";"parish";"socken";"57,92956";"13,1767";"6317";"13,27405";"13,10561";"57,97113";"57,88919"
"18395";"Odensåker";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,55577";"13,87883";"10907";"13,92884";"13,69153";"58,6057";"58,52391"
"18396";"Ornunga";\N;"Härad: Gäsene";"Västergötland";"parish";"socken";"57,96322";"12,90892";"4087";"12,9742";"12,85053";"57,99513";"57,92931"
"18397";"Otterstad";"Senäte, Läckö, Leckö";"Socknen införlivade 1855 Senäte socken efter att en gemensam kyrka byggts Wikipedia). I församlingen införlivades 1830 Läckö slottskapell (om det alls varit kapellförsamling) (Wikipedia). Härad: Kålland. Här räknas Senöte och Läckö som en del av Otterstads socken.";"Västergötland";"parish";"socken";"58,68001";"13,15813";"9403";"13,26735";"13,03208";"58,7582";"58,60189"
"18398";"Ottravad";"Ottrava";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,15677";"13,85389";"3129";"13,8983";"13,81118";"58,17362";"58,14325"
"18399";"Ova";\N;"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,46819";"13,41248";"3862";"13,45062";"13,37837";"58,49266";"58,43372"
"18400";"Partille";"Partilled";"Utbynäs Villastad började anläggas 1905. Området Utby tillhörde Partille till 1928 då det övergick till Göteborgs stad (Wikipedia). Härad: Sävedal";"Västergötland";"parish";"socken";"57,73165";"12,12811";"5988";"12,22482";"12,0541";"57,77598";"57,68221"
"18401";"Rackeby";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,59426";"13,01377";"5325";"13,06721";"12,95796";"58,64196";"58,54823"
"18402";"Ransberg";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,48837";"14,25695";"9442";"14,39532";"14,09511";"58,56076";"58,43888"
"18403";"Redslared";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,4818";"12,94626";"6829";"13,03735";"12,83981";"57,52641";"57,44335"
"18404";"Remmene";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,0531";"12,94722";"3158";"12,9974";"12,9123";"58,07785";"58,03297"
"18405";"Revesjö";"Refvesjö";"Härad: Kind";"Västergötland";"parish";"socken";"57,44291";"13,05139";"4908";"13,11385";"12,98633";"57,47595";"57,40015"
"18406";"Roasjö";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,53614";"12,96061";"7615";"13,02652";"12,87337";"57,57723";"57,48649"
"18407";"Rommele";"Rommeled";"Härad: Flundre";"Västergötland";"parish";"socken";"58,17271";"12,24869";"5644";"12,31392";"12,18164";"58,19833";"58,12337"
"18408";"Ryd";\N;"Härad: Kåkind";"Västergötland";"parish";"socken";"58,43294";"13,85645";"3985";"13,89742";"13,79052";"58,45411";"58,4158"
"18409";"Ryda";"Halvås";"I socknen införlivades senast på 1800-talet Halvås socken, evetuellt var det dock aldrig en separat jordebokssocken (Wikipedia). Härad: Barne. Här räknas Halvås socken som en del av Ryda socken.";"Västergötland";"parish";"socken";"58,2839";"12,8733";"9630";"12,93989";"12,81155";"58,31382";"58,19748"
"18410";"Råda [Härryda kommun]";"Råda, Rhåda";"1949 överfördes till Råda socken hemmanen Benareby n:r 1 Västergården, Benareby n:r 2 Östergården, Bolås, Hyltan och Långenäs från Landvetters socken. omfattade en areal av 11,99 km² (Wikipedia). Härad: Askim";"Västergötland";"parish";"socken";"57,65525";"12,132";"5591";\N;\N;\N;\N
"18411";"Råda [Lidköpings kommun]";"Råda, Rhåda, Rodha, Rudha";"Härad: Kålland";"Västergötland";"parish";"socken";"58,49847";"13,08208";"4632";\N;\N;\N;\N
"18412";"Rådene";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,33736";"13,76602";"14264";"13,95634";"13,73233";"58,36322";"58,25432"
"18413";"Rångedala";"Ragnhildsdal, Rongedala";"Härad: Ås";"Västergötland";"parish";"socken";"57,78259";"13,11947";"4731";"13,18848";"13,04227";"57,82147";"57,74477"
"18414";"Sal";\N;"Härad: Åse";"Västergötland";"parish";"socken";"58,36731";"12,6033";"5159";"12,66602";"12,55666";"58,39464";"58,3344"
"18415";"Saleby";\N;"Härad: Skåning";"Västergötland";"parish";"socken";"58,36739";"13,13535";"5075";"13,20896";"13,06571";"58,41178";"58,32923"
"18416";"Sandhem";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"57,98429";"13,80455";"8030";"13,9186";"13,68688";"58,05606";"57,9239"
"18417";"Sandhult";"Hedared";"Hedareds socken införlivades under 1800-talet (Wikipedia). Härad: Veden. Hedareds socken räknas här som en del av Sandhults socken.";"Västergötland";"parish";"socken";"57,75959";"12,79038";"8527";"12,90876";"12,69768";"57,83463";"57,68452"
"18418";"Sankt Peder";"Sankt Peter, Gamla Lödöse, S:t Peder, Sankt Peders kloster";"Härad: Ale";"Västergötland";"parish";"socken";"58,02799";"12,18322";"14020";"12,41919";"12,13722";"58,05653";"58,0076"
"18419";"Segerstad";"Segersta";"Härad: Gudhem";"Västergötland";"parish";"socken";"58,25933";"13,65759";"14400";"13,74494";"13,62015";"58,38243";"58,23187"
"18420";"Seglora";\N;"Härad: Mark";"Västergötland";"parish";"socken";"57,62262";"12,73853";"9284";"12,86803";"12,63293";"57,68613";"57,55977"
"18421";"Sexdrega";"Sexdräga";"Härad: Kind";"Västergötland";"parish";"socken";"57,56799";"13,07798";"9571";"13,17506";"12,998";"57,65079";"57,49618"
"18422";"Siene";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"57,99216";"12,77148";"7225";"12,8148";"12,73007";"58,02792";"57,9276"
"18423";"Sil";\N;"Härad: Kinne";"Västergötland";"parish";"socken";"58,53036";"13,44814";"2384";"13,47662";"13,41599";"58,54782";"58,51347"
"18424";"Sjogerstad";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,31736";"13,84873";"7658";"13,92322";"13,75802";"58,36099";"58,26594"
"18425";"Sjötofta";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,34632";"13,31787";"7292";"13,43627";"13,21977";"57,39043";"57,29386"
